title,twcount,href
"White, Affleck among People’s Choice winners",10,http://theplazz.com/2015/01/3146147/
"Vigils held, police search for Hebdo attackers",20,http://theplazz.com/2015/01/3144911/
"AP, CNN criticized for Hebdo attack response",25,http://theplazz.com/2015/01/3144838/
"City, union leaders still can’t see eye-to-eye",12,http://theplazz.com/2015/01/3143809/
Trump plays gun control card on Paris attack,8,http://theplazz.com/2015/01/3145374/
Catholic League’s leader defends Paris attack,4,http://theplazz.com/2015/01/3145429/
Phylicia Rashad says to ‘forget’ Cosby accusers,7,http://theplazz.com/2015/01/3145388/
WH vows to veto ACA mandate changes,9,http://theplazz.com/2015/01/3144651/
CBS journalist Steve Kroft admits to affair,4,http://theplazz.com/2015/01/3145389/
FOMC shows no sign of early thaw in ZIRP,5,http://theplazz.com/2015/01/3144147/
"Embattled Scalise rejects bigotry, raises funds",3,http://theplazz.com/2015/01/3142861/
"World leaders, officials condemn terrorism",45,http://theplazz.com/2015/01/3142969/
Netanyahu makes West Bank vow in election,5,http://theplazz.com/2015/01/3141930/
ADP: Dec. job creation better than expected,4,http://theplazz.com/2015/01/3142383/
"Paris attack sparks talk of Islam, free speech",87,http://theplazz.com/2015/01/3142448/
12 dead in shooting at French satirical paper,94,http://theplazz.com/2015/01/3142029/
Explosive set off outside Colorado NAACP office,13,http://theplazz.com/2015/01/3141507/
Obama appoints Bank of Hawaii CEO to Fed,4,http://theplazz.com/2015/01/3141669/
Jeb Bush announces ‘Right to Rise’ 2016 PAC,13,http://theplazz.com/2015/01/3137593/
Va. Ex-Gov McDonnell gets 2 years in prison,12,http://theplazz.com/2015/01/3140059/
Boehner’s revenge: Two dissenters feel backlash,8,http://theplazz.com/2015/01/3140309/
Most diverse Congress yet opens despite snow,57,http://theplazz.com/2015/01/3136671/
"Coachella 2015: AC-DC, Drake, Jack White, more",7,http://theplazz.com/2015/01/3140595/
"For Delauter, perhaps awareness is overrated",7,http://theplazz.com/2015/01/3140736/
Boehner’s tears flow as he accepts 3rd term,26,http://theplazz.com/2015/01/3139500/
3 dead in Texas VA hospital shooting,4,http://theplazz.com/2015/01/3140452/
Baby panda Bao Bao enjoys frosty frolic,4,http://theplazz.com/2015/01/3139978/
"Sony’s new Walkman will set you back $1,120",5,http://theplazz.com/2015/01/3140654/
Former Gov. Cuomo laid to rest in New York City,11,http://theplazz.com/2015/01/3140865/
Largest Baseball Hall of Fame class since ’55,21,http://theplazz.com/2015/01/3139688/
Earnest: Obama unlikely to sign Keystone bill,23,http://theplazz.com/2015/01/3139357/
Dow plunges as price of oil continues to slide,13,http://theplazz.com/2015/01/3138631/
"Storm brings much of US snow, chill, illness",53,http://theplazz.com/2015/01/3136685/
House representatives to select speaker today,33,http://theplazz.com/2015/01/3137080/
"In Germany, protests for, against immigration",3,http://theplazz.com/2015/01/3136681/
Harvard professors see red over ACA effects,10,http://theplazz.com/2015/01/3135921/
"Waiters center of 6-player, 3-team trade",7,http://theplazz.com/2015/01/3135625/
Jeb’s words revisited as equal marriage hits Fla.,14,http://theplazz.com/2015/01/3135188/
‘The Bachelor’ still looks for love after 19 seasons,19,http://theplazz.com/2015/01/3135922/
HBO renews ‘Girls’ ahead of season 4,4,http://theplazz.com/2015/01/3135920/
Monday night Twitter outage causes lag,15,http://theplazz.com/2015/01/3135606/
"Report: Verizon seeks to acquire, team with AOL",6,http://theplazz.com/2015/01/3135640/
Oil prices continue to tank on global glut,15,http://theplazz.com/2015/01/3132602/
John Boehner unlikely to leave speaker seat,12,http://theplazz.com/2015/01/3133476/
Sharyl Attkisson sues DOJ for surveillance,3,http://theplazz.com/2015/01/3134247/
Keystone among new Congress’ top priorities,12,http://theplazz.com/2015/01/3134175/
NYPD’s arrest slowdown enters second week,8,http://theplazz.com/2015/01/3134511/
1st Jewish Miss America Bess Myerson dies at 90,6,http://theplazz.com/2015/01/3134377/
WH uses Scalise scandal to take a swipe at GOP,6,http://theplazz.com/2015/01/3134214/
Girl Scouts hit on health trends in new cookies,5,http://theplazz.com/2015/01/3133254/
12th day of Christmas: Go back to work,20,http://theplazz.com/2015/01/3132901/
"Euro economy uneasy, Draghi pushes QE",10,http://theplazz.com/2015/01/3132326/
Tech enthusiasts gear up for CES 2015,17,http://theplazz.com/2015/01/3131397/
"Change afoot, ‘Downton Abbey’ returns to PBS",16,http://theplazz.com/2015/01/3132327/
Is Cowboys fandom a liability for Christie?,45,http://theplazz.com/2015/01/3131480/
ESPN’s Stuart Scott dies of cancer at 49,67,http://theplazz.com/2015/01/3129900/
Critics: ‘Tak3n’ caps off trilogy with a whimper,7,http://theplazz.com/2015/01/3131202/
Officials’ controversial call reversal slammed,16,http://theplazz.com/2015/01/3131902/
Scant Twitter love for Cowboys’ wild-card win,32,http://theplazz.com/2015/01/3130969/
Slain NYPD officer laid to rest amid protests,20,http://theplazz.com/2015/01/3129363/
Gohmert throws hat in ring for House speaker,14,http://theplazz.com/2015/01/3129733/
‘Parting is such sweet sorrow…’,16,http://theplazz.com/2015/01/3129634/
Celebrities ready to rumble with UFC 182,5,http://theplazz.com/2015/01/3129616/
Huckabee’s weight a hot topic after 2016 news,4,http://theplazz.com/2015/01/3129360/
Nevermore: Ravens steal AFC Wild Card berth,22,http://theplazz.com/2015/01/3129156/
Angelenos feel pair of nearby earthquakes,5,http://theplazz.com/2015/01/3129196/
"Panthers, Cardinals kick off wild-card weekend",20,http://theplazz.com/2015/01/3127152/
"Huckabee to quit Fox, considers 2nd WH bid",45,http://theplazz.com/2015/01/3128500/
"Edward Brooke, Senate trailblazer, dies at 95",13,http://theplazz.com/2015/01/3128215/
Year’s first winter storm tracks northeast,11,http://theplazz.com/2015/01/3127534/
Sarah Palin’s Facebook post angers pet lovers,6,http://theplazz.com/2015/01/3126079/
Selfie sticks make big flash in selfie culture,15,http://theplazz.com/2015/01/3127130/
UK’s Prince Andrew faces sex-slave claims,8,http://theplazz.com/2015/01/3126006/
Weekend@ThePlazz: Random Brilliance,76,http://theplazz.com/2015/01/3110848/
Opry gives sendoff for Little Jimmy Dickens,6,http://theplazz.com/2015/01/3126918/
‘Back to the Future’ 2015 predictions hit and miss,9,http://theplazz.com/2015/01/3126111/
"Despite rumors, Kelly unlikely to leave Eagles",6,http://theplazz.com/2015/01/3125888/
‘Beverly Hillbillies’ beauty Donna Douglas dies,7,http://theplazz.com/2015/01/3125674/
NY Police unions: No slowdown ordered,12,http://theplazz.com/2015/01/3123388/
N. Korea sanctions ‘first step’ against Sony hack,26,http://theplazz.com/2015/01/3125168/
Wedding bells to ring for same-sex couples in Fla.,5,http://theplazz.com/2015/01/3122537/
Back to the grind: Is it Friday already?,15,http://theplazz.com/2015/01/3124185/
Broken bones won’t keep Reid out of Senate,12,http://theplazz.com/2015/01/3124531/
Bike accident may keep Bono from guitar playing,6,http://theplazz.com/2015/01/3124269/
"Mario Cuomo, former NY governor, dies at 82",68,http://theplazz.com/2015/01/3122848/
Ohio topples No. 1 Alabama in Sugar Bowl,28,http://theplazz.com/2015/01/3123297/
Oregon Ducks obliterate FSU 59-20 in Rose Bowl,36,http://theplazz.com/2015/01/3121372/
Spartans smash Baylor in 4th at Cotton Bowl,9,http://theplazz.com/2015/01/3122261/
Google helps you tackle New Year hangovers,6,http://theplazz.com/2015/01/3121555/
Early defeat sets in as resolve gets tested,39,http://theplazz.com/2015/01/3121533/
With eyes on 2016 Jeb Bush quits board seats,9,http://theplazz.com/2015/01/3120296/
Tweeps start 2015 with great expectations,74,http://theplazz.com/2015/01/3121070/
"From East Coast to West, the champagne pops",59,http://theplazz.com/2015/01/3121031/
Celeb greetings wish the happiest of new years,181,http://theplazz.com/2014/12/3117417/
"Cooper, Griffin, Seacrest lead NYC countdown",36,http://theplazz.com/2014/12/3120065/
How to avoid Uber surge pricing on New Year’s,4,http://theplazz.com/2014/12/3119670/
Will Wall Street suffer a hangover in 2015?,9,http://theplazz.com/2014/12/3119745/
Kim Kardashian denies baby bump rumors,4,http://theplazz.com/2014/12/3120013/
"Tweeps wish for 2015 to be happier, healthier",64,http://theplazz.com/2014/12/3119250/
Coach Doug Marrone leaves Buffalo Bills,3,http://theplazz.com/2014/12/3119744/
Eastern hemisphere welcomes new year,37,http://theplazz.com/2014/12/3117544/
Ready to shake off 2014? New Year’s Eve is here,74,http://theplazz.com/2014/12/3115636/
Goodbye Mr. Gilmore: Ed Herrmann dies at 71,10,http://theplazz.com/2014/12/3118909/
NYE resolutions: Can’t win if you don’t play,46,http://theplazz.com/2014/12/3110472/
Last days of 2014 a time of reflection for tweeps,53,http://theplazz.com/2014/12/3110414/
"Movie watching a happy, lazy holiday pasttime",33,http://theplazz.com/2014/12/3110361/
"Scalise new twist: Same venue, different event",11,http://theplazz.com/2014/12/3116599/
Toddler fatally shoots mom in Idaho Wal-Mart,11,http://theplazz.com/2014/12/3116224/
Trans teen’s suicide note: ‘Fix society. Please.’,8,http://theplazz.com/2014/12/3116234/
Oliver Stone interviews Viktor Yanukovych,7,http://theplazz.com/2014/12/3116083/
"Luise Rainer, silver screen star, dies at 104",4,http://theplazz.com/2014/12/3114635/
Palestinian statehood turned down by UNSC,12,http://theplazz.com/2014/12/3115229/
Former La. Rep. Duke warns Scalise’s critics,7,http://theplazz.com/2014/12/3115735/
Scalise regrets speech to white supremacy group,25,http://theplazz.com/2014/12/3115155/
NYPD in slowdown as de Blasio meets unions,19,http://theplazz.com/2014/12/3114293/
Scalise scandal brings up memories of Sen. Byrd,11,http://theplazz.com/2014/12/3113696/
"Bodies, debris of missing Air Asia flight found",13,http://theplazz.com/2014/12/3113652/
Rep. Michael Grimm to resign this week,10,http://theplazz.com/2014/12/3113190/
First case of Ebola virus found in Glasgow,4,http://theplazz.com/2014/12/3112349/
Cosby team hires PI to threaten accusers,4,http://theplazz.com/2014/12/3111240/
Fellow Republicans support whip Scalise,25,http://theplazz.com/2014/12/3112471/
WaPo to license back-end technology,5,http://theplazz.com/2014/12/3113201/
Jay from ‘Serial’ speaks: The Intercept interview,19,http://theplazz.com/2014/12/3112195/
NY Assembly speaker investigated over pay,5,http://theplazz.com/2014/12/3113132/
New House whip spoke at ’02 hate group event,39,http://theplazz.com/2014/12/3111916/
Suh stomp: Player can’t join in playoff game,4,http://theplazz.com/2014/12/3111972/
NYPD’s Bratton: Officers’ protest ‘inappropriate’,12,http://theplazz.com/2014/12/3110792/
Side of fries not included with Shake Shack IPO,5,http://theplazz.com/2014/12/3111176/
"NY Jets fire coach Rex Ryan, GM John Idzik",8,http://theplazz.com/2014/12/3110758/
Search continues for missing AirAsia flight,8,http://theplazz.com/2014/12/3110379/
Greek parliament rejects presidential nominee,7,http://theplazz.com/2014/12/3110400/
"49ers, Harbaugh part: Is his heart in Michigan?",12,http://theplazz.com/2014/12/3109943/
"Glitches in TweetDeck, Twitter for Android",12,http://theplazz.com/2014/12/3109702/
"As Pack overcomes, Suh steps on injured Rodgers",14,http://theplazz.com/2014/12/3109332/
US-led combat mission in Afghanistan ends,5,http://theplazz.com/2014/12/3108944/
Year’s lame-duck week a holiday limbo,18,http://theplazz.com/2014/12/3108675/
Debate over US ban on paying ransoms renews,3,http://theplazz.com/2014/12/3108456/
‘Hobbit’ earnings at box office as long as film,10,http://theplazz.com/2014/12/3107756/
Air Asia’s Indonesia-to-Singapore flight missing,16,http://theplazz.com/2014/12/3107749/
2015 predictions begin as 2014 comes to end,22,http://theplazz.com/2014/12/3107719/
"Tweeps question NYPD’s policies, protests",16,http://theplazz.com/2014/12/3107618/
Mostly praise for MLK biographic film ‘Selma’,25,http://theplazz.com/2014/12/3103894/
Kwanzaa leads to rally for #BlackLivesMatter,6,http://theplazz.com/2014/12/3107385/
"Police gather, protest for NYPD officer’s funeral",45,http://theplazz.com/2014/12/3105781/
Dems to seek Hispanics with immigration play,4,http://theplazz.com/2014/12/3106573/
‘American Sniper’ bags limited-release record,11,http://theplazz.com/2014/12/3106581/
Odd-named bowl games dominate football scene,12,http://theplazz.com/2014/12/3106382/
"N. Korea: US, ‘monkey’ Obama behind outage",10,http://theplazz.com/2014/12/3105848/
Syrian teen wearing explosives escapes ISIS,4,http://theplazz.com/2014/12/3106108/
‘Twas the day after Christmas …,39,http://theplazz.com/2014/12/3103449/
Weekend@ThePlazz: Random Brilliance,92,http://theplazz.com/2014/12/3089393/
‘Into the Woods’ wishes way to box office silver,11,http://theplazz.com/2014/12/3104856/
Screech of ‘Saved by the Bell’ jailed after stabbing,9,http://theplazz.com/2014/12/3104618/
Gas price limbo: Mo. fuel costs drop below $2,6,http://theplazz.com/2014/12/3104122/
Mixed reviews are in for Sony’s ‘The Interview’,34,http://theplazz.com/2014/12/3103756/
Boxing Day deals draw shoppers to stores,18,http://theplazz.com/2014/12/3103439/
Jolie’s ‘Unbroken’ strong in box-office marathon,16,http://theplazz.com/2014/12/3102962/
NSA document dump a coal-filled stocking,4,http://theplazz.com/2014/12/3103062/
Many US soldiers stuck at work on holiday,19,http://theplazz.com/2014/12/3098572/
"This Christmas, turn down for nacht",13,http://theplazz.com/2014/12/3102325/
Tweeps make hopeful New Year’s resolutions,30,http://theplazz.com/2014/12/3101814/
Will ‘The Interview’ be the top Xmas flick?,56,http://theplazz.com/2014/12/3100995/
And presents under the Christmas tree …,43,http://theplazz.com/2014/12/3101215/
Season’s tweetings: It’s Christmas Day greetings,165,http://theplazz.com/2014/12/3101175/
"Christians mark nativity with services, prayers",47,http://theplazz.com/2014/12/3098334/
Foodies revel in the flavors of the season,63,http://theplazz.com/2014/12/3098590/
Mele Kalikimaka remains tradition for Obamas,6,http://theplazz.com/2014/12/3100009/
"Trees, lights illuminate the year’s darkest nights",9,http://theplazz.com/2014/12/3097566/
Uber’s goodwill toward cabs? A $2 booking fee,6,http://theplazz.com/2014/12/3099683/
"Tweets of sadness, snark from the not-so-merry",18,http://theplazz.com/2014/12/3099939/
Girl Scouts give Obama the royal treatment,5,http://theplazz.com/2014/12/3099762/
Oil glut builds as prices continue to dive,7,http://theplazz.com/2014/12/3099108/
"Believers wait, watch for jolly old St. Nicholas",55,http://theplazz.com/2014/12/3098350/
"Despite hopes, no white Christmas for most",10,http://theplazz.com/2014/12/3099074/
Sony Pictures releases ‘The Interview’ online,47,http://theplazz.com/2014/12/3098744/
Season’s tweetings: On the road or at home,35,http://theplazz.com/2014/12/3097542/
Tweeps share holiday greetings big and small,93,http://theplazz.com/2014/12/3097556/
"Season’s tweetings: Gifts, gifts and more gifts",25,http://theplazz.com/2014/12/3097533/
George H. Bush in ‘high spirits’ at Texas hospital,6,http://theplazz.com/2014/12/3097068/
"Police near Ferguson shoot, kill black teen",15,http://theplazz.com/2014/12/3097579/
"FDA to lift ban on gays donating blood, sort of",7,http://theplazz.com/2014/12/3095693/
"Police, protesters and de Blasio: A no-win mix?",18,http://theplazz.com/2014/12/3096232/
"Hark! Dow Jones passes 18,000-point milestone",8,http://theplazz.com/2014/12/3096168/
"Nightmare before Xmas: Burton, Carter split",6,http://theplazz.com/2014/12/3095870/
"For Obama, year’s end brings approval",11,http://theplazz.com/2014/12/3096117/
Storms loom as holiday travelers hit the road,9,http://theplazz.com/2014/12/3095818/
Did ‘Lizard Squad’ play a role in Sony hack?,8,http://theplazz.com/2014/12/3095668/
‘Entourage’ to hit the big screen Hollywood-style,12,http://theplazz.com/2014/12/3095410/
Austin theater will show ‘The Interview’ on Xmas,52,http://theplazz.com/2014/12/3095084/
Season’s tweetings: Elves work thru the night,67,http://theplazz.com/2014/12/3094446/
"Rand Paul celebrates Festivus, airs grievances",26,http://theplazz.com/2014/12/3094131/
3Q GDP revised to 5% on consumer spending,25,http://theplazz.com/2014/12/3093835/
Elf on the shelf: Cute or creepy surveillance?,9,http://theplazz.com/2014/12/3093651/
Campaign against ‘manspread’ earns jokes,6,http://theplazz.com/2014/12/3093235/
Monday blues hit Peyton Manning especially hard,11,http://theplazz.com/2014/12/3093487/
Widespread Internet outage affects N Korea,36,http://theplazz.com/2014/12/3091206/
Rep. Grimm pleads guilty to tax evasion,18,http://theplazz.com/2014/12/3091359/
Pope calls out Vatican ‘ailments’ in address,12,http://theplazz.com/2014/12/3090841/
Republicans seek to install new CBO director,7,http://theplazz.com/2014/12/3092058/
"‘The more things change,’ the saying goes",7,http://theplazz.com/2014/12/3089888/
De Blasio calls for interim end to protests,26,http://theplazz.com/2014/12/3091671/
Oil prices slide further on OPEC comments,7,http://theplazz.com/2014/12/3091739/
Tweeps begin year-end retrospectives,23,http://theplazz.com/2014/12/3090683/
Garbage truck plows into Glasgow shoppers,10,http://theplazz.com/2014/12/3090702/
Iconic singer Joe Cocker dies of lung cancer,54,http://theplazz.com/2014/12/3091040/
NYPD remains on high alert after shooting,10,http://theplazz.com/2014/12/3090234/
Russia bails out Trust Bank amid ruble crisis,9,http://theplazz.com/2014/12/3090016/
‘Homeland’ finale gives fans change of pace,8,http://theplazz.com/2014/12/3089296/
Season’s tweetings: Xmas is almost here!,55,http://theplazz.com/2014/12/3087657/
NYPD shooting sees gun rights debate reloaded,6,http://theplazz.com/2014/12/3088545/
Will ‘The Interview’ see the light of day?,17,http://theplazz.com/2014/12/3088069/
"Sharpton, unofficial race advisor role slammed",16,http://theplazz.com/2014/12/3087564/
"Winter solstice brings long night, short day",16,http://theplazz.com/2014/12/3087862/
Obama on Sony hack: Not ‘an act of war’,10,http://theplazz.com/2014/12/3087728/
Crowley ends ‘State of the Union’ gig on CNN,7,http://theplazz.com/2014/12/3087491/
"Giuliani blames Obama, protests for cops’ deaths",24,http://theplazz.com/2014/12/3087433/
Tweeps condemn eye-for-an-eye attitude,18,http://theplazz.com/2014/12/3087024/
Rivers drags Chargers to unlikely overtime win,6,http://theplazz.com/2014/12/3087060/
Police: Mayor de Blasio has blood on his hands,37,http://theplazz.com/2014/12/3086241/
NY police commissioner: Gunman targeted cops,20,http://theplazz.com/2014/12/3085769/
"Shooter likely killed to avenge Garner, Brown",20,http://theplazz.com/2014/12/3085739/
"Kerry: Livni, Peres asked to block Palestine vote",3,http://theplazz.com/2014/12/3084578/
2 NYPD officers dead in ambush shooting,39,http://theplazz.com/2014/12/3085282/
Study: Pay less attention to Dr. Oz’s medical tips,4,http://theplazz.com/2014/12/3084400/
"North Korea denies hack, offers help, threat",27,http://theplazz.com/2014/12/3084619/
Gawker editor: Now I know how Sacco felt,7,http://theplazz.com/2014/12/3084577/
Slate documents 2014 as ‘The Year of Outrage’,10,http://theplazz.com/2014/12/3084606/
Weekend@ThePlazz: Random Brilliance,72,http://theplazz.com/2014/12/3060064/
Clooney rips industry for backing down after hack,9,http://theplazz.com/2014/12/3084282/
Craig Ferguson signs off as ‘Late Late’ host,10,http://theplazz.com/2014/12/3083273/
"Season’s tweetings: Movies, carols, mistletoe",66,http://theplazz.com/2014/12/3082863/
‘Thank You NYPD’ rally draws protesters,11,http://theplazz.com/2014/12/3083223/
Studio still hopes to show ‘The Interview’,25,http://theplazz.com/2014/12/3083010/
Paul criticizes Rubio in tussle over Cuba,25,http://theplazz.com/2014/12/3081062/
Lady journos get all the answers from POTUS,37,http://theplazz.com/2014/12/3082292/
Obama: Sony ‘made a mistake’ by nixing film,101,http://theplazz.com/2014/12/3078393/
Citi values Instagram at whopping $35 billion,4,http://theplazz.com/2014/12/3080633/
Boehner extends invite to Obama for SOTU,4,http://theplazz.com/2014/12/3080349/
Cuba’s future unclear as US eases embargo,12,http://theplazz.com/2014/12/3080327/
FBI confirms Sony hack originated from N. Korea,42,http://theplazz.com/2014/12/3079769/
Thursday Night Football no clash of Titans,6,http://theplazz.com/2014/12/3078725/
Past guests give Colbert singular singing sendoff,49,http://theplazz.com/2014/12/3078435/
What’s your idea of a #WorstDateIn5Words?,9,http://theplazz.com/2014/12/3077835/
Obama signs ‘no SS for Nazis’ plus 50 other bills,10,http://theplazz.com/2014/12/3077595/
Paramount refuses to show ‘Team America’,18,http://theplazz.com/2014/12/3077654/
GOP questions Cuba’s human rights abuses,12,http://theplazz.com/2014/12/3076331/
"‘The Interview’ opening scrapped, ads still air",30,http://theplazz.com/2014/12/3075237/
Final ‘Serial’ podcast may not reveal true killer,23,http://theplazz.com/2014/12/3076442/
Head of USAID steps down with little reason,8,http://theplazz.com/2014/12/3073769/
"Sony’s self-censorship sparks debate, anger",48,http://theplazz.com/2014/12/3075153/
Putin vows economic upturn in 2 years,18,http://theplazz.com/2014/12/3075265/
"Fans, friends bid adieu to ‘Colbert Report’",17,http://theplazz.com/2014/12/3075243/
Tweeps call for online release of ‘The Interview’,26,http://theplazz.com/2014/12/3074597/
US blames North Korea for Sony cyber hack,54,http://theplazz.com/2014/12/3074096/
GOP 2016 hopefuls take Cuba policy to task,17,http://theplazz.com/2014/12/3072737/
Sony axes Christmas day release of ‘The Interview’,99,http://theplazz.com/2014/12/3073418/
Renewed relations won’t mean an end to Gitmo,8,http://theplazz.com/2014/12/3072548/
Fed forward guidance urges ‘patience’ on rates,12,http://theplazz.com/2014/12/3072823/
"New York bans fracking, says risks are too great",12,http://theplazz.com/2014/12/3072551/
"Castro talks of Cold War with old enemy, the US",10,http://theplazz.com/2014/12/3071772/
Pope enjoys a birthday tango for his 78th,7,http://theplazz.com/2014/12/3072634/
Will Congress cooperate to end Cuban embargo?,30,http://theplazz.com/2014/12/3071528/
Obama’s US-Cuba pact bashed by Sen. Rubio,19,http://theplazz.com/2014/12/3070852/
US embassy part of Cuba ‘normalization’,13,http://theplazz.com/2014/12/3070849/
Obama on Cuba: We will end ‘outdated approach’,49,http://theplazz.com/2014/12/3071378/
"Cuban cigar, banking embargos to be eased",33,http://theplazz.com/2014/12/3070911/
Obama to ‘normalize’ US-Cuba relations,67,http://theplazz.com/2014/12/3070048/
Will Putin talk ruble at news conference?,10,http://theplazz.com/2014/12/3069637/
Cuba releases Alan Gross in prisoner swap,31,http://theplazz.com/2014/12/3069358/
Theater chain decides ‘The Interview’ won’t play,33,http://theplazz.com/2014/12/3069037/
‘Do-nothing Congress’ gets busy in final hours,23,http://theplazz.com/2014/12/3068418/
Pundit brothers get call-in scolding on C-SPAN,8,http://theplazz.com/2014/12/3067321/
Saldaña confirmed to ICE as DOJ urges no suit,6,http://theplazz.com/2014/12/3067451/
And what will you ‘actively explore’ today?,18,http://theplazz.com/2014/12/3066673/
"As ruble tumbles, Apple halts Russia online sales",6,http://theplazz.com/2014/12/3066873/
‘Torture’ poll answers depend on the question,20,http://theplazz.com/2014/12/3061691/
Season’s tweetings: The conundrums of gifting,36,http://theplazz.com/2014/12/3066055/
Jeb will ‘actively explore’ 2016 presidential bid,62,http://theplazz.com/2014/12/3065283/
Jon Stewart dissects Cheney’s torture mind,13,http://theplazz.com/2014/12/3064837/
Browns player gives no apology for protest shirt,8,http://theplazz.com/2014/12/3063698/
Bank’s major rate hike fails to stop ruble crash,32,http://theplazz.com/2014/12/3064449/
Taliban attack on school in Pakistan kills 145,72,http://theplazz.com/2014/12/3064295/
"Put on your yarmulke, it’s time for Hanukkah",76,http://theplazz.com/2014/12/3064280/
NY Mag didn’t fact check teen trader’s story,22,http://theplazz.com/2014/12/3063861/
"Camille Cosby defends husband, blames media",11,http://theplazz.com/2014/12/3063179/
Is Bitcoin the ‘worst investment of 2014?’,4,http://theplazz.com/2014/12/3062633/
Vivek Murthy confirmed as Surgeon General,21,http://theplazz.com/2014/12/3063209/
China’s US Treasury holdings hit new low,5,http://theplazz.com/2014/12/3062466/
Warren continues Wall St. fight as Dems divide,18,http://theplazz.com/2014/12/3060464/
Adviser extraordinaire David Garth dies at 84,5,http://theplazz.com/2014/12/3062025/
"Sony hack yields threats of lawsuits, violence",42,http://theplazz.com/2014/12/3060203/
Aussies tell Muslims #illridewithyou,11,http://theplazz.com/2014/12/3061661/
D’Angelo releases new music after 15 years,14,http://theplazz.com/2014/12/3060728/
"Obama hides photos, supports Brennan, CIA",9,http://theplazz.com/2014/12/3060213/
Ruble falls below 60 per dollar in new record,20,http://theplazz.com/2014/12/3060326/
3 dead as Sydney police end standoff in cafe,31,http://theplazz.com/2014/12/3060190/
Uber hikes prices during Sydney hostage crisis,14,http://theplazz.com/2014/12/3059366/
Yet another journo joins in bashing UVA blogger,4,http://theplazz.com/2014/12/3058628/
‘News Night’ crew signs off for good,13,http://theplazz.com/2014/12/3059626/
